#word,meaning,option1,option2,option3
angel,安琪儿,上帝,苍天,神女
pick,采摘,拥抱,折断,剥离
simplicity,简单,繁复,详细,重叠
pluck,拉,弹琴,跳舞,独奏
vegetable,植物,补给,动植物,宠物
efficient,效率高的,谋划,黑暗,吊着
fortune,命运,幸运,逆境,桃花运
license,准许,签证,不准,打印
response,作答,不问,标榜,解答
halt,停住,职位,统治,打算
strength,力气,移植,骗术,智能
brick,砖,石灰,石膏,沥青
upright,垂直,肥胖,憔悴,弯曲
cushion,靠垫,帐篷,窗帘,摆钟
parade,检阅,挑战,接触,应战
escape,逃跑,跟进,出走,溜走
port,港,管理站,中转站,城乡
radiation,放射,照亮,冒烟,投射
foreigner,外国人,德国人,印度人,华裔
salad,色拉,酱,油脂,板油
starve,使饿死,飞行,减低,射门
container,容器,打孔器,路由器,变阻器
association,协会,财团,船队,合唱团
bitterly,悲痛,背包袱,凄惨,欢腾
aviation,航空,行驶,巡航,航行
silence,使沉默,适度,技艺,训练
add,掺加,附加,增加,干
fertile,肥沃,空白,稠密,多数
broadcast,广播,放映,录音,教训
manufacture,制造,酿造,仿造,组装
doubtful,难以预测,婚礼,学会,抽水机
plot,小块土地,习字帖,解除负担,裂开
pillow,枕头,毯子,褥子,单子
method,教学法,魔法,乘法,巫术
shear,剪,言语,弹簧,重量
explode,使爆炸,请柬,普通,(对...)动手术
store,商店,奶牛场,分号,摊子
purchase,买,函购,定货,订阅
secondly,其次,昂贵,无关紧要,紧迫
attract,引起,致死,招致,污染
output,输出量,按照...执行,关闭,近似
nonsense,胡说,倾倒,通信,赘述
memory,回忆,追逐,挂念,怀念
telegram,电报,明信片,平信,传真
creep,爬行,事,在一起,经受
inward,向内,迹象,行礼,厘米
ashamed,惭愧,不满,从容不迫,紧张
especially,格外,尽管,共享,忍受
summarize,总结,分类,科研,集锦
impatient,不耐烦的,大方,漂浮,慎重
crew,全体船员,不稳,(军士)小型越野汽车,刻度盘
specify,指定,立法,建立,定都
partial,不公平的,对..感到抱歉,不正确地,(存)在
interview,会见,欢迎,实践,随同
overtime,超时,期满,吃不住,迁延
merry,欢乐,鞠躬,叩头,欢腾
choice,选择,采种,招致,采样
belief,信任,相信,认真,拥护
draft,起草,动笔,类比,布局
angry,愤怒,大发雷霆,懊恼,赌气
usage,使用,识货,挪用,辨认
wisdom,名言,在头顶上,使摆脱,阳光(不可数名词)
measurable,可测量的,驱逐,剧场,近代
solar,太阳,灯光,月光,光泽
sometime,在某一时候,旅馆,祈祷,什么
distribute,分发,发放,发出,接纳
instant,立即,连忙,独自,乃至
sting,刺,倾倒,扇,散步
loyal,忠诚,热诚,温和,百依百顺
tub,浴缸,马子,钵盂,水桶
manner,态度,神情,愁眉苦脸,气色
volt,伏特,强度,纤度,血压
each,各,彼此,步步,就是
weaken,削弱,抓紧,加剧,复兴
parliament,议会,嘉年华会,分会,全会
sweater,厚运动衫,女人,说服,篓
cheque,支票,股票,邮票,证券
during,在…期间,绝妙,高山,加强
shady,成荫,热力,凉爽,暑热
clay,粘土,伟晶岩,冻土,土堆
distant,在远处的,和好,紧密,冰炭不相容
scar,创伤,病害,冻伤,割伤
civilize,使文明,翅膀,等待,叮
purity,纯度,标高,频道,庹
camp,兵营,仓库,资料库,壁垒
council,理事会,人事部门,团队,电视台
billion,万亿,葡萄藤,考虑,导言
artistic,艺术,常规,立场,笔法
provide,提供,满足,并行不悖,供应
appoint,任命,任用,委任,聘请
abroad,国外,户外,对外,外界
matter,要紧,迫切,对得起,安稳
chain,项圈,绳子,项链,缰绳
radioactive,放射性的,保险箱,片语,在..前面
disaster,天灾,饥荒,火灾,地震
player,比赛者,战士,领域,塞子
saint,圣徒,崇拜者,佛教徒,尼姑
nephew,侄子,外甥,外孙,孙子
severely,严厉,不在乎,慷慨,先进
lower,较低,滴落,窗户,碟
comb,梳理,调治,改装,安神
chest,胸腔,肩膀,乳头,脖颈儿
cabbage,洋白菜,洋葱,芑,盖菜
gaseous,气体,电磁,暑气,短波
urgent,紧急,严重,多余,不痛不痒
politics,政纲,讲话,大纲,大意
cope,对付,庆祝,虐待,祝福
unite,联合,只好,分别,亲身
engage,使从事于,特别,电极,布置
perform,履行,例行,建设,后退
examine,检查,大选,推举,处分
temper,心情,敌意,民意,绪
tan,棕褐色,(指人)离别,国内,边界
approximately,近似,不同,南辕北辙,下列
shape,形状,三角形,形势,身材
axis,轴,绞,把子,撮
swell,隆起,曝露,悬垂,赤裸裸
curiosity,好奇,退避,害怕,顿悟
sequence,连续,原本,频繁,时刻
confess,坦白,申诉,逼供,监禁
submarine,水下,以下,右边,下面
lessen,减少,淘汰,补发,补缺
usual,通常,及格,百里挑一,唯一
important,重要,宝贵,核心,卑下
ladder,梯子,画廊,广场,街道
advanced,高级,上流,患难,第一流
abstract,摘要,手写,笔录,附笔
trim,使整齐,捐款,大米,距离
outline,略图,波谱,课表,频带
headmaster,校长,董事长,一秘,秘书长
spaceship,航天飞船,应该,消防人员,同种同族
spin,使旋转,生气,贫瘠,素材
golf,高尔夫球,球拍,篮板球,乒乓球
jewish,犹太人的,共同工作者,提款,果敢
depress,按下,等级,皮衣,照亮
advance,提高,巩固,衰弱,放松
bundle,包袱,会议,人权,表决权
interference,干涉,参与,肯定,询问
shift,转换,变价,变形,转向
cream,奶油色,通红,碧蓝,金色
rumour,传闻,偷听,看得见,听取
mobile,流动,对流,降下,陷落
rare,稀有,微不足道,多糖,一切
discharge,释放,劳教,捕获,复审
fork,叉,主要,被雾笼罩,焦虑
display,陈列,排列,悬垂,吊装
root,生根,成人,诞生,生长
lavatory,盥洗室,厕所,厨房,餐厅
ordinary,平凡,家常,初级,至上
excursion,远足,对开,长征,跋涉
bullet,弹丸,核弹,弹药,子弹
spot,点,内心,空儿,顶点
solely,单独,交互,挨个儿,亲手
tape,磁带,唧筒,机器人,硬盘
utter,讲,消失,衍生,爆发
atmosphere,气氛,前提,现象,环境
concerning,关于,跟,替,直到
weave,纺织,包金,提炼,漂白
unfortunately,不幸,暴发,发迹,不得了
cell,小房间,展览馆,洗,线索
millimetre,毫米,海里,公尺,盎司
accumulate,堆积,排列,张灯结彩,开列
soldier,士兵,总参谋长,兵家,美军
branch,分部,联邦政府,常委,部委
gardener,园丁,阿姨,检察官,律师
reap,收割,捕鱼,施肥,打猎
marine,海上,左边,楼下,上述
seize,抓住,造成,挑起,致死
possession,有,在内,正值,在于
electron,电子,生物,原子,量子
childish,孩子,哥儿,宝贝,独生子
stumble,绊倒,栽跟头,失足,发抖
faith,信任,半信半疑,赞同,认真
primary,基本,低廉,紧迫,不痛不痒
fraction,小部分,高兴,睡,编号
heading,题名,罪名,俗称,牌子
pepper,胡椒,猪油,八角,淀粉
fault,故障,误会,体验,错误
latter,后者,世人,前任,猿人
eliminate,排除,肃清,战胜,消灭
squeeze,压榨,侵吞,囤积,讹诈
scholarship,奖学金,分期付款,贷款,捐款
stab,刺,倾倒,穿透,动手
existence,生存,不讳,孵化,授命
succeed,继……之后,窗户,懂,某事
engine,发动机,电梯,礼拜堂,发电机
increase,增加,升值,干,缩短
practically,几乎,虽然,还是,幸好
acceptable,可接受的,轻松,满足,不满
sophisticated,高级,上流,不离儿,平常
clarify,澄清,渎职,搅混,本末倒置
master,能手,百事通,天才,外行
northeast,东北,澳洲,南美洲,拉美
ceremony,典礼,开幕式,天主教,新教
pipeline,管道,当场,有线,热线
bomb,轰炸,轰击,速射,爆破
conscience,良心,诚意,好奇心,中心
altitude,高处,金边,笔锋,底部
utmost,最远,出版,易变,宝贵
blaze,火,火焰,漩涡,涟漪
ore,矿砂,岩石,页岩,伟晶岩
reverse,颠倒,排列,摆布,吊装
contrast,悬殊,同期,抗衡,不可同日而语
oppress,压抑,不惜,约束,可惜
investigation,调查,追查,侦查,不准
calculator,计算器,装置,轨枕,雷达
happen,碰巧,甚至于,幸好,迎风
particularly,格外,忍受,至少,多么
adapt,使适应,博物馆,(农作物等)地带,闲谈
emphasize,强调,晓示,表露,报告
instead,代替,援引,出名,露面
welcome,欢迎,实践,伴随,见面
compress,压紧,裁军,补票,淘汰
Christmas,圣诞节,暑期,厂礼拜,端午节
found,创立,独树一帜,办报,办学
whisper,低语,吞吐,多嘴,赘述
opinion,主张,公认,坚持,以为
ripen,成熟,发芽,吐穗,跛足
fertilizer,肥料,塑胶,海绵,化肥
February,二月,九月,月份,三月
adverb,副词,生词,例句,中文
bowl,碗状物,近的,带电,体温
wit,智能,想像力,竞争力,创造力
enforce,实施,召开,振兴,颁行
dream,梦,男性,(尤指北美的)大草原,显露
persuade,说服,和好,调解,打伤
success,胜利,征服,打败,沦陷
insufficient,不足,现存,亏损,剩余
undergraduate,大学肆业生,海洋,阴暗,事务
liberation,解放,推翻,内乱,斗争
press,催促,答谢,传送,谢谢
requirement,要求,追逐,怀念,向往
terrible,可怕,不得人心,可笑,迷人
jewel,宝石饰物,阴沉,需要,麦粒
management,管理,经管,接管,掌管
threaten,威胁,引出,强迫,强制
satisfy,使满意,书店,强烈,叉起
criminal,刑事犯,杀人犯,强盗,犯人
challenge,挑战,动武,动员,内乱
slight,细长,骨头架子,肥胖,憔悴
conversation,会话,多嘴,吞吐,诉说
pat,轻拍,把…说成,洋,借口
feather,羽状物,进餐,置,军官
preceding,在前,陷于,位于,在于
crisis,存亡之际,万一,病,镭
reader,读物,兵书,定稿,手稿
bell,门铃,浪船,警报,鼻儿
blanket,羊毛毯,毯子,褥子,枕头
feasible,可行,不行,隐约,私下
British,不列颠的,耕作,努力,泉水
channel,海峡,东海,护城河,小河
moderate,有节制的,出发,零钱,启航
false,伪造,捏造,搬弄,寻衅
lightly,轻轻,尖锐,精巧,不快
brighten,使快活,笑,抽噎,能力
hook,钩,流行,联网,并联
turbulent,骚动,和平,狂乱,鼎沸
knee,膝关节,特别节目,怂恿,任何..的事物
plough,犁,纠正,投射,指导
feast,盛宴,规则,研讨会,讨论会
beach,河滩,三角洲,海岸,对岸
significance,意义,线索,定义,本义
fur,软毛,顺利,运河,演出
candidate,投考者,六十,在商业区,想让…做
private,私人,敌人,伴侣,对方
delay,推迟,加快,日落,提前
carrot,胡罗卜,回,教学,小鸟
finally,最后,起始,结果,阅世
carve,切开,劈开,过滤,切
horn,警报器,铁器,变阻器,烟囱
fill,装满,折断,挖掘,钳
anyway,无论如何,看来,是不是,不堪
organize,组织,电视台,委员会,办事处
mode,方式,中立,立场,兵法
Canadian,加拿大的,西方人,烤薄饼,惩罚
ready,准备好的,更远,继续,掠过
future,将来,上星期,上个月,近来
harbour,海港,管理站,奥运村,变电站
provided,以…为条件,］所有物,无疑,问候
learned,有学问的,凶残的人,操纵,主要
handsome,相当大的,电视,油炸,节
acquaintance,了解,哀告,公认,狡赖
bloom,花,爱尔兰岛,商议,外面
exchange,交换,变调,改名,变换
August,八月,三月,月份,十二月
sustain,忍受,承受,享受,过于
accomplish,达到,得分,多达,换取
regarding,关于,把,以,沿着
approval,赞成,信仰,拥戴,不以为然
gray,灰色,白茫茫,灰白,苍白
interrupt,中止,进行,休会,并举
sentence,判决,断案,判处,定案
plentiful,丰富,浸透,附加,干
detect,侦察,侵入,断后,犄角
register,登记,制定,报考,额定
scarce,缺乏,剩余,现存,动态平衡
reservior,蓄水池,窝巢,陷阱,渠道
facility,设备,算盘,调节器,驱动器
bond,公债,货币,债务,辅币
depth,深处,室内,国内,里面
meadow,草地,动物园,尖塔,金字塔
imitate,模仿,阅读,留学,旁听
receive,收到,解散,撤销,发放
shortage,不足额,亏损,短少,现存
towel,毛巾,板刷,手帕,餐巾
apparatus,器械,皮鞭,步枪,生物武器
separate,个别,从中,亲自,步步
blossom,开花,吐穗,枯萎,结果
van,大篷车,游艇,客车,计程车
loss,遗失,百战百胜,跑电,触电
authority,权力,领导权,义务,权利
freight,货物,部件,软件,软硬件
excessive,过多,芸芸,不乏,大量
consequence,结果,跛足,开放,成熟
hasten,催促,答谢,传送,补报
early,早,在所有权等方面属于,副),跟踪
leak,漏洞,故障,生命,体验
color,颜料,酒精,丹青,染料
worthwhile,值得花时间的,渴望,起床,路边
injure,损伤,不利,无害,警备
keen,热心,不亢不卑,谦和,冰冷
protein,蛋白质,丙酮,硫磺,水晶
disappear,不见,失踪,失事,失火
tap,开发,缴纳,付款,补税
stamp,标志,意味,显得,可谓
elbow,肘,膀子,手腕,巴掌
diary,日记,报导,记录,传记
determination,确定,额定,确认,明文规定
confuse,使混乱,纠察,出没,败子回头
sadly,悲痛,哀伤,悲喜交集,凄惨
immense,巨大,轰轰烈烈,粗劣,美好
telephone,电话,留声机,对称轴,定滑轮
aggressive,侵略,突破,犄角,扰乱
horizontal,平,索取,类别,诗体文
beef,菜牛,母牛,公羊,奶牛
tropical,热带,北纬,大陆,南极
eastern,东方,真空,上述,南部
retell,复述,记述,表示,声称
appearance,外观,容貌,觏,病容
precious,珍贵,吃不开,无价,高昂
sorrow,悲伤,大快人心,悲喜交集,喜欢
heavily,大量,慷慨,热情,恭顺
curious,好奇,惊骇,吃不服,懂事
remove,移动,潮流,外流,对流
beg,乞求,试探,哀求,不情之请
operator,操作人员,制片人,干事,工匠
penny,分,请客,技巧,暗示
chemistry,化学,钻石,塑胶,搪瓷
form,形式,平衡,小声,动态
dispute,争论,辩白,丑化,反唇相讥
thoughtful,沉思,兴奋,熟思,感激
routine,例行公事,吸毒,定稿,推广
relieve,减轻,衰减,减肥,攀升
Arabian,阿拉伯的,绊倒,公里,大规模的扩大
thunder,吼出,果酱,七十,感到舒适
undo,取消,独树一帜,解除,命名
fatal,命运,悲欢离合,幸运,薄命
chill,使变冷,接吻,农艺,达成协议
absolutely,绝对,究竟,宁愿,不如
conduct,举止,毛病,动作,作为
umbrella,伞,手镯,扇子,刺绣
draw,拨出,民用,本职,半公开
proof,证据,货源,根据,来源
slit,裂缝,毁坏,撕毁,崩裂
perfume,香味,斑驳,花哨,多姿多彩
recover,挽回,分享,多达,达成
access,通道,小路,不冻港,水路
technician,技术员,心理学家,文学家,创造者
prompt,及时,光是,临时,甚至
trade,职业,核工程,工程,作业
operate,施行手术,药(剂),辩论,也许
truly,忠实,粗暴,不甘,虚伪
unit,单位,平方,次数,指数
liter,升,刨,经常,炫耀
well-known,众所周知,隐约,不明,官方
comprehension,理解,察觉,知悉,洞察
film,影片,(使)紧张,大声,活动
wake,醒,伤亡,冬眠,睡着
lay,设置,铺设,放置,架构
drunk,陶醉,安土重迁,疏忽,入迷
rear,栽种,栽培,移植,播种
digest,领会,宠坏,咀嚼,熟悉
politician,政治家,发明家,研究者,大方
transmission,发射,笔试,复习,上学
circulate,循环,恶性循环,延续,变幻
panel,专门小组,玻璃杯,量,嗜好(不包括阅读等)
rude,粗野,文雅,宾至如归,索然
liquor,酒,不管怎样,出场,桶
suggestion,暗示,志,形容,表示
audience,读者,成员,使用者,听众
eagle,鹰,安逸,姿势,许可
magnetic,磁的,全体划船队员,理由,感动
multiply,乘,同意,使舒适,可是
bosom,胸,乳头,背脊,腰部
nursery,托儿所,师范,小学,初中
further,更远,制剂,轻柔,不适当的
acute,敏锐,迟钝,糊涂,笨拙
profit,得益,受苦,占便宜,不劳而获
gross,总的,背诵,腌制,赞同
faculty,才能,笔墨,技巧,才气
strongly,强壮,无力,弱小,年老
heel,后跟,脚踝,脚趾,爪子
turnip,萝卜,红萝卜,芜菁,西红柿
condemn,判刑,公审,惩罚,拷打
literary,文学,卷,便览,小说
fist,拳,年长,表格,塑料(制品)
fever,狂热,麻木,发狂,不省人事
program,节目单,选票,保单,本票
rug,小地毯,奇遇,插种,猪一般的人(指肮脏
distribution,分布,摆布,遍及,排队
classify,把…分类,十四天,(电话)号码簿,地点
tube,电子管,电视,喇叭,二极管
loop,环孔,大约,每人,接连
bone,骨,骨头,睫毛,颈椎
painting,油画,屏条,雕像,图标
frost,霜,层云,硝烟,露水
previously,先前,未来,今晨,近日
figure,外形,理论,蚕豆,饼
Latin,拉丁,粤,中欧,苏俄
flush,发红,量变,聚变,变心
tongue,舌,喉头,嗓子,扁桃体
mainland,大陆,荒野,纬线,低地
quarrel,口角,顶撞,叫嚣,动武
understanding,理解,意识,知悉,挂念
fair,博览会,常委会,盛宴,电话会议
captain,队长,等级,文职,上层
log,原木,铅,铁锈,木制
shame,羞辱,光彩,成就,污点
initial,最初,里面,长期以来,无限期
total,合计,让开,谈判,会谈
modest,谦虚,骄傲,冷淡,索然
likely,可能,有时候,并非,没有
assess,对估价,表现,击,自然
fireman,司炉工,普通,可动,天空
choke,使窒息,第八(个),劝说,骄傲自满
mechanic,机修工,矿工,帮工,裁缝
plural,复数,标量,容量,消耗量
level,水平面,对角,断面,立方体
owl,猫头鹰,枭,鹌鹑,苍鹭
frog,蛙,编(织),非常贵重,弦
throat,咽喉,抄道,半路,隘路
kitchen,厨房,教室,餐厅,厕所
constant,永恒,浴血,静止,将就
overnight,突然,毫不,大概,不测
expose,揭露,引咎,指责,隐瞒
sock,短袜,口语,搏斗,评论
rust,生锈,褪色,腐败,冻结
telegraph,电报机,天线,雷达,电缆
statue,铸像,石刻,十字架,题花
agency,代理,治安,包办,办理
educate,训练,备课,锻锤,补课
breathe,呼吸,呻吟,发音,叫醒
rat,老鼠,野猫,鼹鼠,松鼠
marry,结婚,订婚,调情,婚嫁
path,道路,陷阱,长征,屏障
trip,绊倒,栽跟头,失足,哆嗦
climate,风土,礼貌,礼节,习惯
comparative,比较,为了,有关,把
December,十二月,七月,仲夏,十月
slam,使劲关,关闭,定居,溪流
chief,主要,廉价,无价,其次
sew,缝制,熨,绷,绣花
candy,糖果,巧克力,炸糕,麦芽糖
merit,功过,长短,毛病,不是
outskirt,外边,颐和园,出生地,境外
upstairs,楼上,楼下,上面,零下
obtain,买到,应得,得出,幸免
mouse,鼠,野兔,猫,野猫
tame,驯服,斡旋,说服,媾和
interval,间隔,温度,冰点,波幅
shelter,隐蔽处,公告,政治(学),同事
compare,比较,把,对于,替
theory,学说,义务教育,保健,体育
tissue,薄纸,卫生纸,本子,簿记
power,力,钻头,支柱,劝说
remind,提醒,引导,辅导,演示
retain,保有,共有,投稿,沉浸
deliver,投递,你好,邮递,致函
succession,连续,根本,动辄,频繁
spade,铲,铲子,凿子,斧头
trace,丝毫,一切,个别,微不足道
invasion,入侵,打破,扰乱,突破
require,需要,满足,提供,抵触
manage,设法,绞尽脑汁,动脑筋,发现
virtue,美德,操行,人头,性行
puff,喷,谈话,往楼上,延迟
gaze,注视,接吻,眺望,皱眉头
closely,紧密,琐细,纯粹,对抗性
possibly,也许,突然,竟然,无人
awake,醒着,操纵,激励,谁
scheme,计划,打算,规划,策划
outside,外部,伪装,排队,江面
honour,光荣,美好,黑暗,不朽
dormitory,宿舍,阁楼,套房,厂房
democracy,民主,开展,公正,反革命
unpleasant,令人不快,爱国,憎恶,爱慕
giant,巨物,奖牌,(炎)热的,总统
rob,劫掠,断路,绑票,盗窃
match,火柴,扣子,瑞香,摁扣儿
fridge,电冰箱,打印机,打字机,录像机
scarf,围巾,凉鞋,手套,袜子
fasten,扎牢,巧克力,情报,电视观众
grave,严重,不要紧,必要,不过尔尔
advertisement,登广告,装运,给予,突然抢夺
leisure,悠闲,经济危机,寂寞,匆促
cure,医治,看病,版刻,绘图
echo,回声,母音,滋味,噪音
hedge,障碍物,介质,原生质,文物
pressure,压,店主,表格,岛
transistor,晶体管,电线,传真机,报话机
pull,拉,独奏,伴奏,弹琴
universe,宇宙,星球,星座,翅膀
proportional,比例,死亡率,发病率,折射率
turning,旋转,动作,摆动,掉转
attach,附加,增多,加上,加密
distinguish,认别,判断,鉴别,识货
concrete,具体物,心灵,建造,通道
resignation,反抗,不可抗力,防御,冲击
bold,大胆,糊涂,不敢越雷池一步,无所谓
detection,侦察,奔袭,打破,突破
purely,纯粹,光是,半半拉拉,统统
familiar,冒昧,文雅,漂浮,步步为营
elimination,消除,洗刷,肃清,消灭
guard,看守,保卫,不可抗力,边防
lick,舔吃,相对,以匙舀取,传说
view,视力,半劳动力,活力,武力
knife,餐刀,刀叉,剃刀,剪刀
forward,向前,改正,渐进,败子回头
graceful,优美,过时,壮丽,娇媚
fund,资金,不义之财,不变资本,财帛
interruption,障碍物,介质,整体,文物
leadership,领导,州长,总统,国防部长
spider,蜘蛛,蚱蜢,蝴蝶,火龙
stewardess,空中小姐,出纳员,理发师,雇员
section,部门,政权,赘瘤,政府
mate,配偶,弟弟,并蒂莲,哥哥
unjust,不公平的,时新,摘要,风景
agent,代理人,主编,目击者,发言人
stretch,伸展,挺,覆盖,拓展
patient,病人,齐白石,孟子,狂人
attain,完成,推广,定稿,举行
aboard,上船,处理,坚定,能量
camera,照相机,背景,琴弦,拷贝
suburb,近郊,澳洲,欧洲,工地
roast,烘,居后,银行,农场
poisonous,有毒,阿片,毒药,烟草
stain,给…着色,信任,内海,削
fundamental,基础,限于,底线,界限
synthetic,综合,研制,推理,科研
rainy,下雨,阴暗,暴风骤雨,秋高气爽
actress,女演员,编审,明星,班底
swallow,吞下,饮用,喝,吮吸
altogether,完全,一半,光是,纯粹
rock,摇,力,看法,课堂
Swiss,瑞士人,白人,外国人,华裔
arrest,阻止,麻烦,搅和,激怒
feedback,反应,报废,补报,回报
indeed,真正,毕竟,不如,几乎
glide,滑行,外流,潮流,活动
minister,公使,会长,经理,国防部长
nasty,龌龊,一触即发,混杂,蓬松
import,输入,入境,日出,上车
incorrect,不正确的,具体,严密,合理
mean,平均值,半价,市场经济,油价
explosive,爆炸,燎,叮当,咆哮
specially,专门,随意,不曾,故意
dorm,宿舍,厂房,农舍,牌楼
confusion,混乱,肮脏,清爽,严正
roughly,粗糙,浮华,雄,滑溜
basically,基本上,过于,根本,一半
devise,设计,对眼,败兴,策划
pearl,珍珠母,观光业,行礼,形状
package,捆,丢开,包扎,装入
loyalty,忠诚,粗暴,孝顺,伪善
colonel,陆军上校,排列,不动摇地,一周
remote,冷淡,放心,保重,轻蔑
fool,蠢人,废物,白痴,乌合之众
inexpensive,花费不多,下降,通货膨胀,猛跌
possess,占用,共有,包括,填满
motive,动机,趣味,主意,风味
completely,十分,多么,不外,共享
paw,脚爪,脚跟,脚趾,脚踝
tale,故事,诗意,大要,情节
weld,焊接,锻造,保修,培修
flour,面粉,粱,米粉,白米
auxiliary,附属,归属,平等,来源
cycle,自行车,斗车,摩托车,火车
nuclear,核心,无价,辅助,珍贵
load,负载,尺寸,幅度,个子
vocabulary,词汇表,一般,进行选举,(使)扎根
pear,梨子,草莓,葡萄,樱桃
mainly,主要,主干,开玩笑,次要
chop,砍,辅助物,柴火,作出
grandson,孙子,外孙女,孙女,赘婿
harmony,和谐,复杂,鞭辟入里,省略
liver,肝脏,器官,肫,肾脏
missile,发射物,行动,知道,蒸汽
four,第四,五,九,七
comfortable,舒适,同谋,轻松,不安
impact,影响,相关,感动,无关
cheek,面颊,额角,下巴,酒窝
missing,缺掉,衍生,灭绝,流失
imagination,想象力,从来没有,用别针别住,同事
formula,公式,中国式,衩,中式
surprising,出人意外,确保,人寿保险,不至于
dimension,尺寸,份量,身材,深度
accuse,归咎于,奖杯,车身,(大)猫熊
reduce,简化,工业化,自动化,年轻化
sob,啜泣,校订者,比赛者,证书
lantern,提灯,挽,液压,扶持
heroine,女英雄,跟随,顶上,旅行
underneath,在下面,确定,可以,故障
German,德国,中华人民共和国,成员国,最惠国
canoe,划子,游艇,战车,计程车
feel,有知觉,邮政,理由,(色彩)浓淡
although,尽管,无论如何,怎么,由此可见
emotional,感情,恶心,灵感,酸痛
width,宽度,海拔,深度,厚度
simply,朴素,断断续续,用功,拖拉
abuse,虐待,收养,待遇,看待
respect,尊敬,抱屈,令人钦佩,引咎
racket,球拍,网球,擦边球,篮球
thermometer,温度计,页心,罗盘,水平
dumb,无言,谈到,提出,提到
assembly,装配,放置,架构,设置
payment,支付,付款,补税,缴纳
badminton,羽毛球,擦边球,篮板球,球拍
trail,痕迹,斑点,皱纹,条纹
